,summary,correct,rouge1,rouge2,rougeL,rougeLsum
345,"Neil Armstrong var en amerikansk astronaut.
Han var den første til å foreta en månelanding med Apollo 11.","Neil Armstrong var en amerikansk astronaut.
Armstrong var fartøysjef på Apollo 11, og ble 21. juli 1969 klokken 03:56 norsk tid det første menneske som satte fotavtrykk på Månens overflate.
Landingen i Stillhetens hav på Månen hadde skjedd 20. juli klokken 21:18.",35.8209,21.5385,29.8507,29.8507
346,"Anti- er et prefiks som betyr at noe befinner seg foran eller finner sted før noe annet.
I grammatikk, retorikk og stilistikk brukes anti- i ord som betegner en person som har et slikt syn i forhold til noe.","Anti- er en forstavelse som betyr overfor eller mot.
Anti brukes også som preposisjon med samme betydning.",31.5789,7.2727,24.5614,28.0702
347,"Åsmulfoss kraftverk er en elvekraftstasjon i Namsen kommune i Trøndelag.
Stasjonen er i drift fra 1971 til 1971.","Åsmulfoss kraftverk er et elvekraftverk i Namsenvassdraget (Namsen), Grong kommune, Trøndelag.
Hovedvassdrag er Namsenvassdraget, som omfatter vassdrag i Trøndelag, Nordland og Sverige.",46.5116,19.5122,46.5116,46.5116
348,"Arkiv er et begrep som brukes om dokumenter som er utvalgt for langtidsbevaring, men som ikke lenger er i aktiv bruk hos arkivskaperen.","Arkiv er dokumenter eller informasjon som er skapt eller mottatt av fysiske eller juridiske personer, arkivskapere, som ledd i deres virksomhet.
Begrepet arkiv kan også stå for den lokalet hvor arkiv blir oppbevart; den funksjon i en virksomhet som utfører arkivoppgaver, arkivtjeneste; eller et organ som tar imot arkiver fra ulike virksomheter, oppbevarer, forvalter og stiller disse til rådighet for bruk, en arkivinstitusjon.",25.0,4.6512,18.1818,22.7273
349,"Bø er ein kommune i Telemark fylke, i regionen Vestfold og Telemark.
Kommunen er ifølgje SSBs definisjon 0,8 km2, og har eit areal på 882 kvadratkilometer.","Bø var ein kommune i tidlegare Telemark fylke.
Han vart slått saman med Sauherad til Midt-Telemark kommune i 2020 og vart samtidig ein del av Vestfold og Telemark fylke.
Samanslåinga var del av ei landsomfattande kommunereform.",32.8358,15.3846,29.8507,32.8358
350,"Bajkal er en innsjø i Russland, i den sørøstlige delen av Russland.
Innsjøen ligger i det sørlige Russland og har et areal på omtrent 3400 kvadratkilometer.","Bajkal er en innsjø i Russland, i det sørøstlige Sibir.
Bajkal er den største ferskvannssjøen i Eurasia og verdens dypeste innsjø.
Arealet er 31 500 km2, og beliggenheten er 455 moh.
Største målte dyp er 1680 meter (tidligere målt til 1620 meter).
Sjøen er beregnet å inneholde 1/5 av verdens forsyning av ferskvann.",37.3626,22.4719,28.5714,32.967
351,"Christian August Anker var en norsk industripioner og gründer.
Han var en av de første norske bergindustripionerene.","Christian August Anker var en norsk forretningsmann, pioner innen norsk treforedling og industriell bergverksdrift.",48.4848,32.2581,42.4242,42.4242
352,"Berenike I var dronning i Det gamle Egypt fra 316 til 284 fvt.
Hun var datter av Ptolemaios 1 og Eurydike.","Berenike 1. var en egyptisk dronning og hustruen til kong Ptolemaios 1 Soter, som var konge i Det gamle Egypt i perioden 305 til 285 fvt.",59.5745,17.7778,38.2979,46.8085
353,"Bakke kloster er et kloster i Bakke kommune i Vestfold og Telemark fylke.
Klosteret ligger på østsiden av Bakkefjorden.","Bakke kloster er et tidligere nonnekloster i Trondheim.
Det lå på østsiden av Nidelva litt ovenfor dennes utløp i Trondheimsfjorden.",45.0,26.3158,40.0,45.0
354,"Frank Aarebrot er en norsk statsviter og politisk kommentator.
Han var særlig kjent som valgobservatør ved en rekke valg i utlandet, og fikk Norges Forskningsråds formidlingspris i 2017.","Frank Aarebrot var en norsk samfunnsforsker og professor i sammenliknende politikk ved Universitetet i Bergen.
Aarebrot var særlig kjent som valgforsker, politisk kommentator og formidler.",56.1404,25.4545,38.5965,49.1228
355,"Afrikansk-amerikansk musikk er musikk som bygger på afrikanske tradisjoner, som for eksempel afrikansk-amerikanske rytmer, polyrytmikk og komplementære rytmer.
Musikken er særlig kjent i Latin-Amerika og Vestindia, men også i de latinamerikanske landene.","Afrikansk-amerikansk musikk er et fellesnavn på de mange musikktypene skapt blant folkegrupper av afrikansk avstamning i Amerika.
Viktige sjangere i den internasjonale populærmusikken som blues, jazz, pop, rock og hiphop utviklet seg fra afrikansk-amerikansk musikk.",40.0,10.9589,24.0,34.6667
356,"Bangladesh er et av verdens rikeste land.
Landet har vært blant verdens fattigste siden 1977, og har hatt en jevn vekst i økonomien i flere tiår.
Økonomien er imidlertid svært avhengig av utenlandske investeringer.","Bangladeshs økonomi har vokst omtrent seks prosent per år siden 2005 til tross for lengre perioder med politisk ustabilitet, dårlig infrastruktur, endemisk korrupsjon, utilstrekkelig strømforsyning og langsom implementering av økonomiske reformer.
Selv om mer enn halvparten av BNP genereres gjennom tjenestesektoren, er nesten halvparten av bangladesherne ansatt i landbrukssektoren, med ris som det viktigste enkeltproduktet.",19.1489,0.0,12.766,17.0213
357,Amfiktyoni var i den greske antikkens historie en fellesbetegnelse på de pythiske leker som ble samlet om Apollons tempel i Delfi.,"Amfiktyoner var stammeforbund i det gamle Hellas, der utsendinger fra flere folkestammer kom sammen ved en helligdom til bestemt tid til en religiøs fest og rådslagning om fellesanliggender, vern om helligdommen og så videre.",14.0351,0.0,14.0351,14.0351
358,"Mary Chapin Carpenter er en amerikansk countrysanger og låtskriver.
Hun er mest kjent for sine fengende og melankolske melodier.","Mary Chapin Carpenter er en amerikansk sanger, komponist og gitarist i grenselandet mellom folk, poprock og countrymusikk.",43.2432,28.5714,43.2432,37.8378
359,"John Butler var en britisk politiker for Conservative Party.
Han var Storbritannias statsminister fra 1951 til 1955 og fra 1957 til 1963.","Richard Austen Butler var en britisk konservativ politiker, opprinnelig klassisk filolog.
Han var medlem av Underhuset fra 1929 til 1965.",42.8571,20.0,42.8571,42.8571
360,"Pierre Butor var en fransk forfatter og essayist.
Han var en av de fremste franske forfatterne i sin generasjon.","Michel Butor var en fransk forfatter.
Han er særlig kjent for sine første romaner, som innebar et radikalt brudd med den tradisjonelle romanformen og som gjorde ham til en ledende representant for den franske nyromanen: Passage de Milan (1954), L'Emploi du temps (1956), Modifikasjonen (originaltittel: La Modification, 1957) og Degrés (1960).
I Mobile (1962) sprenger han romanformen fullstendig og tar typografiske virkemidler til hjelp.
Man finner tilsvarende eksperimenter i de fleste av hans senere verker: Description de San Marco (1963), 6.810.000 litres d'eau par seconde (1965) og Intervalle (1973).
Han anvendte ulike former for collage-teknikk i Vanité (1980) og Boomerang (1980).",18.75,6.3492,15.625,18.75
361,"Barnelova er en norsk lov som fastslår hvem som er far til et barn.
Loven ble vedtatt av Stortinget i 1981.","Barnelova er en norsk lov om barn og foreldre, og inneholder blant annet regler om hvem som regnes som foreldre til et barn, foreldreansvaret, samværsrett og om barns rettigheter.",42.3077,28.0,38.4615,38.4615
362,"Einstein var en sveitsisk fysiker og matematiker.
Han fikk Nobelprisen for 1921 for arbeider i teoretisk fysikk, spesielt for sin oppdagelse av loven for den fotoelektriske effekt.","Albert Einstein var en tysk-sveitsisk-amerikansk fysiker som regnes som en av historiens største vitenskapspersoner.
Han er særlig kjent for relativitetsteorien.
Han mottok Nobelprisen i fysikk i 1921.",41.3793,7.1429,31.0345,37.931
363,"Barnehagen er en institusjon for barn i alderen ett til fem år.
Barnehagen har en viktig rolle i samfunnsutviklingen og som barndomsarena for kommende generasjoner.","Barnehage er en pedagogisk virksomhet for barn fram til de når opplæringspliktig alder.
I Norge har barn en lovfestet rett til barnehageplass i kommunen de er bosatt, og over 90 prosent av barna mellom ett og fem år går i barnehage.",37.6812,8.9552,28.9855,34.7826
364,Barril var en eldre og fremmede volumenhet som ble brukt til å fremstille anker.,"Barile er et tønneformet kar og tidligere brukt som volumenhet for vin i sydeuropeiske og latinamerikanske land.
Noen steder er enheten også brukt for olje og andre flytende varer.",18.6047,0.0,13.9535,9.3023
365,"Jan-Petter Blom var ein norsk musikkforskar og språksosiolog.
Han var professor i folkelivsgransking ved Universitetet i Bergen i 1982–1996 og dekan ved UiBs samfunnsvitenskapelige fakultet i 1996–1998.","Jan-Petter Blom var ein norsk folkemusikkforskar, felespelar, pedagog og professor i sosialantropologi med musikologi som spesialfelt.
Gjennom mange tiår var han ein pådrivar innanfor norsk folkemusikk.",36.6667,20.6897,30.0,30.0
366,"Martin Luther Denifle var en tysk historiker.
Han var professor i teologi ved universitetet i Berlin i årene 1904–1909.","Heinrich Suso Denifle var en østerriksk romersk-katolsk teolog.
Han var dominikaner, ble presteviet i 1866 og ansatt ved Vatikanets arkiv i 1883.
Denifle utgav en rekke kirkehistoriske arbeider, særlig om middelalderens teologi og kirkehistorie.
Sammen med pater Franz Ehrle grunnet han i 1885 Archiv für Literatur und Kirchengeschichte des Mittelalters.",27.3973,8.4507,24.6575,27.3973
367,"Borodinkvartetten er en russisk strykekvartett som ble stiftet i 1945 av fire daværende studenter ved konservatoriet i Moskva, Rostislav Dubinskij (førstefiolin), Vladimir Rabej (annenfiolin) og Mikhail Kopelman (cello).","Borodinkvartetten er en russisk strykekvartett, stiftet i Moskva i 1945.
Den er en av de betydeligste russiske kammerensemblene, kjent gjennom omfattende turnévirksomhet og mange plateinnspillinger.",42.8571,25.9259,35.7143,35.7143
368,"En bekk er et sitat fra Heraklit.
Sitatet er skrevet av Heraklides og eleatene, og blir ofte brukt om forandringer i naturen.","Alt flyter er et sitat fra Heraklit.
Med dette antar vi at Heraklit sikter til at den konkrete naturen stadig veksler, noe som gjør enhver generalisering vanskelig eller umulig.",23.0769,16.0,23.0769,23.0769
369,"Dunkjempe er en kjempeart i maskeblomstfamilien.
Den er ganske vanlig på Østlandet, på indre Vestlandet og i Trøndelag.","Dunkjempe er en flerårig urt i maskeblomstfamilien.
Denne vanlige representanten for kjempeslekta har store, breie og dunhåra blader og langt blomsteraks.
Denne arten finnes på tørre enger og beiter.",31.3725,12.2449,31.3725,31.3725
370,"Epsom and Ewell er en by i Storbritannia, England, i grevskapet Gloucestershire, ved elven Epsom.
Byen ligger på grensen mellom Storbritannia og Frankrike.","Epsom and Ewell er et administrativt distrikt i Storbritannia, England, i grevskapet Surrey, og dekker byene Epsom, Ewell og Stoneleigh.
Epsom er administrasjonssenter, og distriktet ligger 25 kilometer sørvest for London.
Epsom and Ewell har 75 102 innbyggere ved folketellingen i 2011 og et areal på 34 kvadratkilometer.",41.6667,20.0,33.3333,33.3333
371,Embetsdrakt er en drakt som bæres av en embetsmann i forbindelse med et embete.,"Embetsdrakt er klesdrakt som på 1800-tallet var vanlig for de fleste kategorier av norske embetsmenn, også sivile.
Ordningen ble stort sett avskaffet i årene etter unionsoppløsningen.
Etter gjeldende forskrifter skal embetsdrakt brukes av embetsmenn i forsvaret, politiet, kirken og utenriksetaten.
I Høyesterett og lagmannsrett skal embetsdommerne bære embetsdrakt, det samme skal aktor og forsvarer i straffesaker og prosessfullmektiger i sivile saker.",15.0,2.5641,12.5,15.0
372,"Elektrolytisk bearbeiding er en metode for fremstilling av materialer med komplisert overflate.
Metoden brukes til avgrading og kalibrering av verktøy for smiing, pressing og støping av komponenter i blant annet oljesystemer og elektronikk.","Elektrolytisk bearbeiding, forming av et metallisk arbeidsstykke ved anodisk oppløsning i en elektrolytisk celle.
Prosessen skjer ved at verktøyet og arbeidsstykket er koblet til en ytre strømkilde, der verktøyet er katode og arbeidsstykket er anode.
De er atskilt av en trang spalte på 0,1–0,2 mm.
Elektrolytten presses gjennom spalten med stor hastighet, mellom 20 og 50 m/s, og elektrisk strøm med høy tetthet passerer spalten på tvers.
Arbeidsstykket løses opp i form av positivt ladede metallioner, som spyles bort av elektrolyttstrømmen sammen med gassbobler, skum og forurensninger.
Som elektrolytt brukes salter av alkalimetaller i oppløsning, man unngår da utfelling av forstyrrende metallbelegg på verktøyet.
Etter hvert som verktøyet mates fremover, løses arbeidsstykket opp, og hulrommet danner et nær nøyaktig negativ til verktøyet.",19.209,1.1429,13.5593,16.9492
373,"Thomas Becke var en norsk mineralogiker.
Han var professor i mineralogi ved Universitetet i Oslo i årene 1911–1912.","Friedrich Johann Karl Becke var en østerriksk mineralog og petrograf.
Han var professor i Wien i perioden 1907–1927.",47.3684,27.7778,42.1053,47.3684
374,"David Chrétien er en kanadisk politiker for Liberal Party of Canada.
Han var Canadas statsminister i perioden 1993–1997 og igjen for en tredje periode med klar margin i 2000.",Jean Chrétien er en kanadisk politiker (Liberal Party of Canada) og jurist som var statsminister i perioden 1993–2003.,62.7451,44.898,58.8235,54.902
375,Arbeiderklassen er en gruppe mennesker som ikke har noen reell utsikt til å komme over i en annen sosial stilling enn andre klasser.,"Arbeiderklasse er egentlig betegnelse på mennesker som driver kroppsarbeid.
Enkelte definerer arbeiderklassen som alle de mennesker som selv regner seg som arbeidere; på den måten blir klassebevissthet det avgjørende kjennetegn.",14.8148,3.8462,11.1111,14.8148
376,"Marwan Barghouti er en palestinsk politiker og politiker for Fatah-partiet på Vestbredden.
Han ledet blant annet Tanzim som var en paramilitær gruppe under det palestinske opprøret i 1987–1992.","Marwan Barghouti er en palestinsk politisk leder fra Vestbredden.
Han sitter i israelsk fengsel med flere livstidsdommer.
Han er likevel regnet som en sentral palestinsk politisk leder og nevnes stadig som en mulig arvtager til president Mahmoud Abbas.",34.2857,14.7059,28.5714,34.2857
377,"Pierre Ducharme var en kanadisk forfatter og filmregissør.
Han debuterte med romanen L'avalée des avalés (1966, engelsk ""The swallower swallowed"") som blant annet ble nominert til Goncourt-prisen.","Réjean Ducharme var en kanadisk franskspråklig forfatter.
Selv om deler av forfatterskapet er vanskelig tilgjengelig, nådde Ducharme et stort publikum i Canada gjennom sine visetekster og filmmanuskripter.",22.5806,10.0,19.3548,19.3548
378,"Asmus Carstens var en dansk maler, grafiker og billedhugger.
Han regnes som en av de mest betydningsfulle danske malerne i sin generasjon.","Asmus Jacob Carstens var en dansk-tysk tegner og maler, kjent for sine portretter samt tegninger og malerier med mytologiske og historiske motiv.
Kunstnerisk var han preget av antikkens idealer, og han ble en av nyklassisismens forkjempere og et forbilde for mange tyske og danske kunstnere som oppholdt seg i Roma på slutten av 1700-tallet.",33.3333,10.5263,30.7692,30.7692
